Criterion,Weight,Weight (%)
Departure Delay in Minutes,0.16666666666666666,16.666666666666664
Arrival Delay in Minutes,0.16666666666666666,16.666666666666664
Seat comfort,0.16666666666666666,16.666666666666664
Leg room service,0.16666666666666666,16.666666666666664
Inflight service,0.16666666666666666,16.666666666666664
Cleanliness,0.16666666666666666,16.666666666666664
